,points
52,4
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,21
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,24
52,1
52,1
52,2
52,4
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,3
52,10
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,15
52,1
52,2
52,2
52,4
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,4
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,4
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,10
52,1
52,4
52,1
52,1
52,2
52,1
52,1
52,1
52,3
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,6
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,89
52,1
52,1
52,1
52,1
52,10
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,35
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,12
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,7
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,3
52,1
52,1
52,2
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,59
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,3
52,2
52,1
52,2
52,3
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,9
52,3
52,3
52,3
52,1
52,1
52,1
52,5
52,1
52,7
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,3
52,26
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,5
52,1
52,2
52,3
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,3
52,4
52,2
52,1
52,1
52,2
52,2
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,7
52,1
52,3
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,7
52,4
52,1
52,1
52,1
52,4
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,3
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,10
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,92
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,31
52,1
52,2
52,2
52,1
52,4
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,2
52,1
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,2
52,2
52,1
52,1
52,1
52,2
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,17
52,1
52,1
52,2
52,1
52,5
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,3
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,9
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,3
52,1
52,16
52,1
52,2
52,1
52,2
52,2
52,1
52,1
52,1
52,31
52,1
52,1
52,2
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,20
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,29
52,9
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,2
52,1
52,2
52,1
52,1
52,3
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,5
52,1
52,1
52,25
52,5
52,1
52,5
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,106
52,1
52,1
52,1
52,1
52,4
52,2
52,1
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,4
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,7
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,18
52,1
52,1
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,17
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,2
52,5
52,1
52,1
52,1
52,4
52,5
52,1
52,10
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,72
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,4
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,2
52,1
52,1
52,3
52,2
52,1
52,1
52,1
52,2
52,1
52,4
52,3
52,1
52,1
52,5
52,1
52,2
52,4
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,29
52,5
52,2
52,1
52,3
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,8
52,1
52,11
52,1
52,1
52,4
52,1
52,2
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,2
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,5
52,1
52,8
52,1
52,1
52,1
52,1
52,1
52,2
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,9
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,6
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,21
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,5
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,68
52,1
52,1
52,1
52,1
52,6
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,10
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,3
52,2
52,1
52,1
52,6
52,4
52,2
52,3
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,5
52,1
52,4
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,7
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,2
52,1
52,1
52,11
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,6
52,18
52,1
52,1
52,2
52,2
52,8
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,4
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,4
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,6
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,3
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,49
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,9
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,2
52,11
52,2
52,1
52,1
52,23
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,7
52,45
52,2
52,1
52,1
52,1
52,5
52,1
52,1
52,8
52,4
52,1
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,2
52,1
52,1
52,2
52,2
52,1
52,1
52,4
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,5
52,10
52,1
52,1
52,1
52,1
52,1
52,1
52,8
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,7
52,4
52,4
52,3
52,1
52,1
52,1
52,1
52,1
52,6
52,1
52,1
52,5
52,1
52,2
52,1
52,7
52,1
52,3
52,1
52,2
52,4
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,2
52,3
52,1
52,1
52,1
52,2
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,48
52,1
52,1
52,1
52,1
52,2
52,18
52,1
52,1
52,1
52,1
52,1
52,44
52,1
52,3
52,3
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,2
52,1
52,2
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,2
52,1
52,3
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,4
52,1
52,1
52,6
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,10
52,1
52,1
52,1
52,1
52,5
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,5
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,3
52,1
52,1
52,1
52,1
52,1
52,11
52,1
52,7
52,1
52,1
52,1
52,1
52,2
52,1
52,1
52,3
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,1
52,1
52,2
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
53,57
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,3
53,13
53,6
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,5
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,9
53,1
53,1
53,1
53,1
53,3
53,2
53,21
53,1
53,1
53,1
53,1
53,1
53,1
53,6
53,2
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,6
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,12
53,1
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,8
53,2
53,6
53,1
53,1
53,2
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,2
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,5
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,3
53,2
53,1
53,1
53,1
53,1
53,2
53,1
53,2
53,1
53,3
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,57
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,2
53,6
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,37
53,28
53,1
53,1
53,1
53,1
53,8
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,3
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,5
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,12
53,2
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,26
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,8
53,1
53,1
53,1
53,9
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,2
53,1
53,1
53,1
53,25
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,7
53,5
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,6
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,29
53,1
53,5
53,6
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,7
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,3
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,6
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,2
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,5
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,2
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,6
53,1
53,1
53,1
53,1
53,2
53,2
53,7
53,1
53,5
53,1
53,1
53,1
53,1
53,1
53,86
53,1
53,9
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,17
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,3
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,3
53,1
53,4
53,2
53,1
53,8
53,1
53,1
53,1
53,1
53,3
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,7
53,1
53,1
53,1
53,1
53,2
53,3
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,2
53,2
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,11
53,3
53,1
53,6
53,1
53,1
53,1
53,1
53,1
53,41
53,2
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,8
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,3
53,1
53,14
53,1
53,1
53,6
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,4
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,2
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,7
53,1
53,1
53,1
53,1
53,22
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,3
53,1
53,1
53,7
53,1
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,3
53,7
53,4
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,3
53,1
53,2
53,1
53,1
53,1
53,1
53,2
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,5
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,3
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,59
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,3
53,3
53,13
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,5
53,2
53,1
53,1
53,2
53,3
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,2
53,1
53,1
53,1
53,1
53,11
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,2
53,1
53,2
53,1
53,8
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,3
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,5
53,5
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,7
53,17
53,1
53,1
53,6
53,1
53,2
53,1
53,1
53,1
53,2
53,3
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,5
53,2
53,2
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,11
53,1
53,1
53,1
53,1
53,1
53,5
53,1
53,2
53,1
53,1
53,1
53,4
53,1
53,1
53,43
53,1
53,1
53,1
53,1
53,1
53,2
53,2
53,1
53,1
53,2
53,1
53,1
53,2
53,2
53,3
53,2
53,1
53,7
53,1
53,1
53,3
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,2
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,1
53,2
53,3
53,1
53,1
53,1
53,1
53,4
53,1
53,1
53,1
53,1
53,1
53,2
53,1
